event,match,player_a,rank_a,player_b,rank_b,player_c,rank_c,player_d,rank_d
Winter Cup 2021,M1,Totttthhh,2,orangecaffeine,1,knuBBe,2,,
Winter Cup 2021,N1,"Fylkir Tarkus ""Black Iron""",2,Nevic,1,Halloworhorcrux,2,,
Winter Cup 2021,N1,"Fylkir Tarkus ""Black Iron""",2,Nevic,1,Halloworhorcrux,2,,
Winter Cup 2021,N1,"Fylkir Tarkus ""Black Iron""",2,Nevic,1,Halloworhorcrux,2,,
Winter Cup 2021,A2,Nevic,1,dAy,2,Totttthhh,2,,
Winter Cup 2021,A2,Nevic,2,dAy,1,Totttthhh,2,,
Winter Cup 2021,A2,Nevic,2,dAy,1,Totttthhh,2,,
Winter Cup 2021,B2,EchoPapa,2,bbScythe,1,Zottelschratz,2,,
Winter Cup 2021,B2,EchoPapa,2,bbScythe,1,Zottelschratz,2,,
Winter Cup 2021,B2,EchoPapa,2,bbScythe,1,Zottelschratz,2,,
Winter Cup 2021,C2,Zuelo,1,FOMOF,2,JoyDivision,2,,
Winter Cup 2021,C2,Zuelo,2,FOMOF,2,JoyDivision,1,,
Winter Cup 2021,C2,Zuelo,2,FOMOF,2,JoyDivision,1,,
Winter Cup 2021,D2,Mr. Der,1,symphonous,2,kurtdog,2,,
Winter Cup 2021,D2,Mr. Der,2,symphonous,2,kurtdog,1,,
Winter Cup 2021,D2,Mr. Der,2,symphonous,2,kurtdog,1,,
Winter Cup 2021,E2,AviDMeher,1,MR_Munch,2,echostaffel,2,,
Winter Cup 2021,E2,AviDMeher,1,MR_Munch,2,echostaffel,2,,
Winter Cup 2021,E2,AviDMeher,1,MR_Munch,2,echostaffel,2,,
Winter Cup 2021,F2,smedley,1,KingRob,2,Northcreature,2,,
Winter Cup 2021,F2,smedley,2,KingRob,1,Northcreature,2,,
Winter Cup 2021,F2,smedley,2,KingRob,1,Northcreature,2,,
Winter Cup 2021,G2,orangecaffeine,2,donuhue,1,Hugu,2,,
Winter Cup 2021,G2,orangecaffeine,2,donuhue,1,Hugu,2,,
Winter Cup 2021,G2,orangecaffeine,2,donuhue,2,Hugu,1,,
Winter Cup 2021,H2,Fllyingmustang,1,JoeyTyke,2,Kölsch,2,,
Winter Cup 2021,H2,Fllyingmustang,2,JoeyTyke,1,Kölsch,2,,
Winter Cup 2021,H2,Fllyingmustang,2,JoeyTyke,2,Kölsch,1,,
Winter Cup 2021,I2,Plamax,2,Awedish,1,thenobleknave,2,,
Winter Cup 2021,I2,Plamax,2,Awedish,1,thenobleknave,2,,
Winter Cup 2021,I2,Plamax,2,Awedish,2,thenobleknave,1,,
Winter Cup 2021,J2,beansanddice,2,salmondip,1,Halloworhorcrux,2,,
Winter Cup 2021,J2,beansanddice,2,salmondip,2,Halloworhorcrux,1,,
Winter Cup 2021,J2,beansanddice,2,salmondip,2,Halloworhorcrux,1,,
Winter Cup 2021,K2,adityakarthik,1,Gamer_Gid,2,oh_bob_saget,2,,
Winter Cup 2021,K2,adityakarthik,2,Gamer_Gid,1,oh_bob_saget,2,,
Winter Cup 2021,K2,adityakarthik,2,Gamer_Gid,1,oh_bob_saget,2,,
Winter Cup 2021,L2,poserLX,2,snnaale43,2,N00dles,1,,
Winter Cup 2021,L2,poserLX,2,snnaale43,2,N00dles,1,,
Winter Cup 2021,L2,poserLX,2,snnaale43,2,N00dles,1,,
Winter Cup 2021,M2,harryfan007,1,"Fylkir Tarkus ""Black Iron""",2,knuBBe,2,,
Winter Cup 2021,M2,harryfan007,1,"Fylkir Tarkus ""Black Iron""",2,knuBBe,2,,
Winter Cup 2021,M2,harryfan007,2,"Fylkir Tarkus ""Black Iron""",1,knuBBe,2,,
Winter Cup 2021,N2,HeroofCanton,2,KennyRob,1,Prince Ali,2,,
Winter Cup 2021,N2,HeroofCanton,2,KennyRob,1,Prince Ali,2,,
Winter Cup 2021,N2,HeroofCanton,2,KennyRob,1,Prince Ali,2,,
Winter Cup 2021,A3,bbScythe,1,dAy,2,Nevic,2,,
Winter Cup 2021,A3,bbScythe,2,dAy,1,Nevic,2,,
Winter Cup 2021,A3,bbScythe,2,dAy,2,Nevic,1,,
Winter Cup 2021,B3,AviDMeher,2,JoyDivision,1,Mr. Der,2,,
Winter Cup 2021,B3,AviDMeher,2,JoyDivision,1,Mr. Der,2,,
Winter Cup 2021,B3,AviDMeher,2,JoyDivision,2,Mr. Der,1,,
Winter Cup 2021,C3,Zuelo,1,kurtdog,2,Awedish,2,,
Winter Cup 2021,C3,Zuelo,1,kurtdog,2,Awedish,2,,
Winter Cup 2021,C3,Zuelo,2,kurtdog,2,Awedish,1,,
Winter Cup 2021,D3,N00dles,1,FOMOF,2,KingRob,2,,
Winter Cup 2021,D3,N00dles,2,FOMOF,1,KingRob,2,,
Winter Cup 2021,D3,N00dles,2,FOMOF,1,KingRob,2,,
Winter Cup 2021,E3,donuhue,1,KennyRob,2,symphonous,2,,
Winter Cup 2021,E3,donuhue,2,KennyRob,2,symphonous,1,,
Winter Cup 2021,E3,donuhue,2,KennyRob,2,symphonous,1,,
Winter Cup 2021,F3,Zottelschratz,1,Totttthhh,2,EchoPapa,2,,
Winter Cup 2021,F3,Zottelschratz,1,Totttthhh,2,EchoPapa,2,,
Winter Cup 2021,F3,Zottelschratz,2,Totttthhh,2,EchoPapa,1,,
Winter Cup 2021,G3,echostaffel,1,smedley,2,Halloworhorcrux,2,,
Winter Cup 2021,G3,echostaffel,1,smedley,2,Halloworhorcrux,2,,
Winter Cup 2021,G3,echostaffel,2,smedley,1,Halloworhorcrux,2,,
Winter Cup 2021,H3,harryfan007,2,Hugu,1,Fllyingmustang,2,,
Winter Cup 2021,H3,harryfan007,2,Hugu,1,Fllyingmustang,2,,
Winter Cup 2021,H3,harryfan007,2,Hugu,1,Fllyingmustang,2,,
Winter Cup 2021,I3,thenobleknave,1,Kölsch,2,JoeyTyke,2,,
Winter Cup 2021,I3,thenobleknave,2,Kölsch,1,JoeyTyke,2,,
Winter Cup 2021,I3,thenobleknave,2,Kölsch,1,JoeyTyke,2,,
Winter Cup 2021,J3,Gamer_Gid,1,MR_Munch,2,Northcreature,2,,
Winter Cup 2021,J3,Gamer_Gid,2,MR_Munch,1,Northcreature,2,,
Winter Cup 2021,J3,Gamer_Gid,2,MR_Munch,1,Northcreature,2,,
Winter Cup 2021,K3,adityakarthik,2,"Fylkir Tarkus ""Black Iron""",1,salmondip,2,,
Winter Cup 2021,K3,adityakarthik,1,"Fylkir Tarkus ""Black Iron""",2,salmondip,2,,
Winter Cup 2021,K3,adityakarthik,1,"Fylkir Tarkus ""Black Iron""",2,salmondip,2,,
Winter Cup 2021,L3,orangecaffeine,2,Plamax,1,HeroofCanton,2,,
Winter Cup 2021,L3,orangecaffeine,2,Plamax,1,HeroofCanton,2,,
Winter Cup 2021,L3,orangecaffeine,2,Plamax,1,HeroofCanton,2,,
Winter Cup 2021,M3,oh_bob_saget,2,poserLX,1,snnaale43,2,,
Winter Cup 2021,M3,oh_bob_saget,2,poserLX,1,snnaale43,2,,
Winter Cup 2021,M3,oh_bob_saget,2,poserLX,1,snnaale43,2,,
Winter Cup 2021,N3,Prince Ali,1,beansanddice,2,knuBBe,2,,
Winter Cup 2021,N3,Prince Ali,1,beansanddice,2,knuBBe,2,,
Winter Cup 2021,N3,Prince Ali,1,beansanddice,2,knuBBe,2,,
Winter Cup 2021,A4,bbScythe,1,dAy,2,JoyDivision,2,,
Winter Cup 2021,A4,bbScythe,2,dAy,2,JoyDivision,1,,
Winter Cup 2021,A4,bbScythe,2,dAy,2,JoyDivision,1,,
Winter Cup 2021,B4,Nevic,1,Mr. Der,2,FOMOF,2,,
Winter Cup 2021,B4,Nevic,2,Mr. Der,1,FOMOF,2,,
Winter Cup 2021,B4,Nevic,2,Mr. Der,1,FOMOF,2,,
Winter Cup 2021,C4,Zuelo,1,Hugu,2,symphonous,2,,
Winter Cup 2021,C4,Zuelo,2,Hugu,2,symphonous,1,,
Winter Cup 2021,C4,Zuelo,2,Hugu,2,symphonous,1,,
Winter Cup 2021,D4,AviDMeher,1,Awedish,2,Zottelschratz,2,,
Winter Cup 2021,D4,AviDMeher,2,Awedish,1,Zottelschratz,2,,
Winter Cup 2021,D4,AviDMeher,2,Awedish,1,Zottelschratz,2,,
Winter Cup 2021,E4,N00dles,2,echostaffel,2,kurtdog,1,,
Winter Cup 2021,E4,N00dles,1,echostaffel,2,kurtdog,2,,
Winter Cup 2021,E4,N00dles,1,echostaffel,2,kurtdog,2,,
Winter Cup 2021,F4,smedley,1,donuhue,2,Kölsch,2,,
Winter Cup 2021,F4,smedley,2,donuhue,2,Kölsch,1,,
Winter Cup 2021,F4,smedley,2,donuhue,2,Kölsch,1,,
Winter Cup 2021,G4,EchoPapa,1,thenobleknave,2,MR_Munch,2,,
Winter Cup 2021,G4,EchoPapa,1,thenobleknave,2,MR_Munch,2,,
Winter Cup 2021,G4,EchoPapa,1,thenobleknave,2,MR_Munch,2,,
Winter Cup 2021,H4,Plamax,1,Gamer_Gid,2,adityakarthik,2,,
Winter Cup 2021,H4,Plamax,2,Gamer_Gid,1,adityakarthik,2,,
Winter Cup 2021,H4,Plamax,2,Gamer_Gid,1,adityakarthik,2,,
Winter Cup 2021,I4,poserLX,1,Prince Ali,2,Totttthhh,2,,
Winter Cup 2021,I4,poserLX,2,Prince Ali,1,Totttthhh,2,,
Winter Cup 2021,I4,poserLX,2,Prince Ali,1,Totttthhh,2,,
Winter Cup 2021,J4,harryfan007,2,KingRob,2,KennyRob,1,,
Winter Cup 2021,J4,harryfan007,2,KingRob,1,KennyRob,2,,
Winter Cup 2021,J4,harryfan007,2,KingRob,1,KennyRob,2,,
Winter Cup 2021,K4,Halloworhorcrux,2,Fllyingmustang,2,JoeyTyke,1,,
Winter Cup 2021,K4,Halloworhorcrux,2,Fllyingmustang,2,JoeyTyke,1,,
Winter Cup 2021,K4,Halloworhorcrux,2,Fllyingmustang,2,JoeyTyke,1,,
Winter Cup 2021,L4,"Fylkir Tarkus ""Black Iron""",2,Northcreature,1,HeroofCanton,2,,
Winter Cup 2021,L4,"Fylkir Tarkus ""Black Iron""",2,Northcreature,1,HeroofCanton,2,,
Winter Cup 2021,L4,"Fylkir Tarkus ""Black Iron""",3,Northcreature,2,HeroofCanton,1,,
Winter Cup 2021,M4,salmondip,1,beansanddice,2,snnaale43,2,,
Winter Cup 2021,M4,salmondip,1,beansanddice,2,snnaale43,2,,
Winter Cup 2021,M4,salmondip,2,beansanddice,2,snnaale43,1,,
Winter Cup 2021,N4,oh_bob_saget,1,orangecaffeine,2,knuBBe,2,,
Winter Cup 2021,N4,oh_bob_saget,2,orangecaffeine,1,knuBBe,2,,
Winter Cup 2021,N4,oh_bob_saget,2,orangecaffeine,1,knuBBe,2,,
Winter Cup 2021,Semi A,JoyDivision,1,Nevic,2,EchoPapa,2,,
Winter Cup 2021,Semi A,JoyDivision,1,Nevic,2,EchoPapa,2,,
Winter Cup 2021,Semi A,JoyDivision,2,Nevic,1,EchoPapa,2,,
Winter Cup 2021,Semi B,bbScythe,1,symphonous,2,N00dles,2,,
Winter Cup 2021,Semi B,bbScythe,2,symphonous,1,N00dles,2,,
Winter Cup 2021,Semi B,bbScythe,2,symphonous,2,N00dles,1,,
Winter Cup 2021,Semi C,Mr. Der,1,Zuelo,2,FOMOF,2,,
Winter Cup 2021,Semi C,Mr. Der,1,Zuelo,2,FOMOF,2,,
Winter Cup 2021,Semi C,Mr. Der,2,Zuelo,1,FOMOF,2,,
Winter Cup 2021,Finals,JoyDivision,2,bbScythe,2,Mr. Der,1,,
Winter Cup 2021,Finals,JoyDivision,2,bbScythe,1,Mr. Der,2,,
Winter Cup 2021,Finals,JoyDivision,1,bbScythe,2,Mr. Der,2,,
February 2022 Draft,R1 A1,FOMOF,2,RimbaBoss,2,Woodpecker,1,,
February 2022 Draft,R1 A2,FOMOF,1,RimbaBoss,2,Woodpecker,2,,
February 2022 Draft,R1 A3,FOMOF,2,RimbaBoss,1,Woodpecker,2,,
February 2022 Draft,R1 B1,AviDMeher,2,Mr. Der,1,Scuri,2,,
February 2022 Draft,R1 B2,AviDMeher,2,Mr. Der,1,Scuri,2,,
February 2022 Draft,R1 B3,AviDMeher,2,Mr. Der,1,Scuri,2,,
February 2022 Draft,R1 C1,HeroofCanton,2,Halloworhorcrux,1,Kalambaka,2,,
February 2022 Draft,R1 C2,HeroofCanton,2,Halloworhorcrux,1,Kalambaka,2,,
February 2022 Draft,R1 C3,HeroofCanton,2,Halloworhorcrux,1,Kalambaka,2,,
February 2022 Draft,R1 D1,StarCraft Logan,1,echostaffel,2,Alexcalibur,2,,
February 2022 Draft,R1 D2,StarCraft Logan,2,echostaffel,1,Alexcalibur,2,,
February 2022 Draft,R1 D3,StarCraft Logan,2,echostaffel,1,Alexcalibur,2,,
February 2022 Draft,R1 E1,JoyDivision,2,Fllyingmustang,2,EchoPapa,1,,
February 2022 Draft,R1 E2,JoyDivision,2,Fllyingmustang,2,EchoPapa,1,,
February 2022 Draft,R1 E3,JoyDivision,2,Fllyingmustang,1,EchoPapa,2,,
February 2022 Draft,R1 F1,Nevic,1,JoeyTyke,2,adityakarthik,2,,
February 2022 Draft,R1 F2,Nevic,2,JoeyTyke,1,adityakarthik,2,,
February 2022 Draft,R1 F3,Nevic,2,JoeyTyke,2,adityakarthik,1,,
February 2022 Draft,R1 G1,Prince Ali,2,moerichuk,2,nobadinohz,1,,
February 2022 Draft,R1 G2,Prince Ali,1,moerichuk,2,nobadinohz,2,,
February 2022 Draft,R1 G3,Prince Ali,1,moerichuk,2,nobadinohz,2,,
February 2022 Draft,R1 H1,ninjew,2,krlosvzla,2,N00dles,1,,
February 2022 Draft,R1 H2,ninjew,1,krlosvzla,2,N00dles,2,,
February 2022 Draft,R1 H3,ninjew,2,krlosvzla,2,N00dles,1,,
February 2022 Draft,R1 I1,dAy,2,qazzaq,2,bbScythe,1,,
February 2022 Draft,R1 I2,dAy,2,qazzaq,1,bbScythe,2,,
February 2022 Draft,R1 I3,dAy,1,qazzaq,2,bbScythe,2,,
February 2022 Draft,R1 J1,clime,2,Hugu,1,poserLX,2,,
February 2022 Draft,R1 J2,clime,2,Hugu,2,poserLX,1,,
February 2022 Draft,R1 J3,clime,2,Hugu,1,poserLX,2,,
February 2022 Draft,R1 K1,Falagar,1,Zottelschratz,2,LYB,2,,
February 2022 Draft,R1 K2,Falagar,2,Zottelschratz,1,LYB,2,,
February 2022 Draft,R1 K3,Falagar,2,Zottelschratz,1,LYB,2,,
February 2022 Draft,R1 L1,erewego,2,kurtdog,1,Mr. Brasil,2,,
February 2022 Draft,R1 L2,erewego,1,kurtdog,2,Mr. Brasil,2,,
February 2022 Draft,R1 L3,erewego,1,kurtdog,2,Mr. Brasil,2,,
February 2022 Draft,R2 A1,Mr. Der,1,Halloworhorcrux,2,EchoPapa,2,,
February 2022 Draft,R2 A2,Mr. Der,2,Halloworhorcrux,2,EchoPapa,1,,
February 2022 Draft,R2 A3,Mr. Der,2,Halloworhorcrux,2,EchoPapa,1,,
February 2022 Draft,R2 B1,N00dles,2,Prince Ali,1,erewego,2,,
February 2022 Draft,R2 B2,N00dles,2,Prince Ali,2,erewego,1,,
February 2022 Draft,R2 B3,N00dles,1,Prince Ali,2,erewego,2,,
February 2022 Draft,R2 C1,echostaffel,2,Hugu,2,Zottelschratz,1,,
February 2022 Draft,R2 C2,echostaffel,2,Hugu,2,Zottelschratz,1,,
February 2022 Draft,R2 C3,echostaffel,2,Hugu,1,Zottelschratz,2,,
February 2022 Draft,R2 D1,Nevic,2,FOMOF,2,bbScythe,1,,
February 2022 Draft,R2 D2,Nevic,2,FOMOF,2,bbScythe,1,,
February 2022 Draft,R2 D3,Nevic,1,FOMOF,2,bbScythe,2,,
February 2022 Draft,R2 E1,StarCraft Logan,2,JoeyTyke,1,poserLX,2,,
February 2022 Draft,R2 E2,StarCraft Logan,2,JoeyTyke,2,poserLX,1,,
February 2022 Draft,R2 E3,StarCraft Logan,2,JoeyTyke,2,poserLX,1,,
February 2022 Draft,R2 F1,nobadinohz,2,Falagar,2,kurtdog,1,,
February 2022 Draft,R2 F2,nobadinohz,1,Falagar,2,kurtdog,2,,
February 2022 Draft,R2 F3,nobadinohz,1,Falagar,2,kurtdog,2,,
February 2022 Draft,R2 G1,RimbaBoss,2,qazzaq,1,adityakarthik,2,,
February 2022 Draft,R2 G2,RimbaBoss,1,qazzaq,2,adityakarthik,2,,
February 2022 Draft,R2 G3,RimbaBoss,1,qazzaq,2,adityakarthik,2,,
February 2022 Draft,R2 H1,dAy,2,ninjew,2,Fllyingmustang,1,,
February 2022 Draft,R2 H2,dAy,1,ninjew,2,Fllyingmustang,2,,
February 2022 Draft,R2 H3,dAy,2,ninjew,1,Fllyingmustang,2,,
February 2022 Draft,R2 I1,Woodpecker,1,LYB,2,Alexcalibur,2,,
February 2022 Draft,R2 I2,Woodpecker,2,LYB,2,Alexcalibur,1,,
February 2022 Draft,R2 I3,Woodpecker,2,LYB,1,Alexcalibur,2,,
February 2022 Draft,R2 J1,krlosvzla,2,clime,1,moerichuk,2,,
February 2022 Draft,R2 J2,krlosvzla,2,clime,2,moerichuk,1,,
February 2022 Draft,R2 J3,krlosvzla,2,clime,2,moerichuk,1,,
February 2022 Draft,R2 K1,Scuri,1,harryfan007,2,Mr. Brasil,2,,
February 2022 Draft,R2 K2,Scuri,1,harryfan007,2,Mr. Brasil,2,,
February 2022 Draft,R2 K3,Scuri,2,harryfan007,1,Mr. Brasil,2,,
February 2022 Draft,R2 L1,HeroofCanton,2,AviDMeher,2,JoyDivision,1,,
February 2022 Draft,R2 L2,HeroofCanton,2,AviDMeher,2,JoyDivision,1,,
February 2022 Draft,R2 L3,HeroofCanton,1,AviDMeher,2,JoyDivision,2,,
February 2022 Draft,R3 A1,EchoPapa,2,Zottelschratz,2,bbScythe,1,,
February 2022 Draft,R3 A2,EchoPapa,2,Zottelschratz,1,bbScythe,2,,
February 2022 Draft,R3 A3,EchoPapa,2,Zottelschratz,2,bbScythe,1,,
February 2022 Draft,R3 B1,Mr. Der,2,N00dles,1,Hugu,2,,
February 2022 Draft,R3 B2,Mr. Der,1,N00dles,2,Hugu,2,,
February 2022 Draft,R3 B3,Mr. Der,2,N00dles,2,Hugu,1,,
February 2022 Draft,R3 C1,Prince Ali,1,Halloworhorcrux,2,poserLX,2,,
February 2022 Draft,R3 C2,Prince Ali,2,Halloworhorcrux,1,poserLX,2,,
February 2022 Draft,R3 C3,Prince Ali,1,Halloworhorcrux,2,poserLX,2,,
February 2022 Draft,R3 D1,erewego,2,RimbaBoss,2,echostaffel,1,,
February 2022 Draft,R3 D2,erewego,1,RimbaBoss,2,echostaffel,2,,
February 2022 Draft,R3 D3,erewego,2,RimbaBoss,1,echostaffel,2,,
February 2022 Draft,R3 E1,nobadinohz,2,dAy,1,Nevic,2,,
February 2022 Draft,R3 E2,nobadinohz,2,dAy,2,Nevic,1,,
February 2022 Draft,R3 E3,nobadinohz,1,dAy,2,Nevic,2,,
February 2022 Draft,R3 F1,moerichuk,2,JoyDivision,1,Woodpecker,2,,
February 2022 Draft,R3 F2,moerichuk,2,JoyDivision,1,Woodpecker,2,,
February 2022 Draft,R3 F3,moerichuk,2,JoyDivision,1,Woodpecker,2,,
February 2022 Draft,R3 G1,Scuri,2,FOMOF,1,Fllyingmustang,2,,
February 2022 Draft,R3 G2,Scuri,2,FOMOF,2,Fllyingmustang,1,,
February 2022 Draft,R3 G3,Scuri,2,FOMOF,1,Fllyingmustang,2,,
February 2022 Draft,R3 H1,qazzaq,1,ninjew,2,kurtdog,2,,
February 2022 Draft,R3 H2,qazzaq,1,ninjew,2,kurtdog,2,,
February 2022 Draft,R3 H3,qazzaq,2,ninjew,2,kurtdog,1,,
February 2022 Draft,R3 I1,JoeyTyke,1,Alexcalibur,2,Falagar,2,,
February 2022 Draft,R3 I2,JoeyTyke,1,Alexcalibur,2,Falagar,2,,
February 2022 Draft,R3 I3,JoeyTyke,1,Alexcalibur,2,Falagar,2,,
February 2022 Draft,R3 J1,LYB,2,clime,1,StarCraft Logan,2,,
February 2022 Draft,R3 J2,LYB,2,clime,1,StarCraft Logan,2,,
February 2022 Draft,R3 J3,LYB,2,clime,2,StarCraft Logan,1,,
February 2022 Draft,R3 K1,adityakarthik,2,harryfan007,1,AviDMeher,2,,
February 2022 Draft,R3 K2,adityakarthik,2,harryfan007,2,AviDMeher,1,,
February 2022 Draft,R3 K3,adityakarthik,2,harryfan007,2,AviDMeher,1,,
February 2022 Draft,R3 L1,HeroofCanton,2,krlosvzla,1,Mr. Brasil,2,,
February 2022 Draft,R3 L2,HeroofCanton,1,krlosvzla,2,Mr. Brasil,2,,
February 2022 Draft,R3 L3,HeroofCanton,2,krlosvzla,2,Mr. Brasil,1,,
February 2022 Draft,R4 A1,bbScythe,1,Prince Ali,2,Mr. Der,2,,
February 2022 Draft,R4 A2,bbScythe,2,Prince Ali,2,Mr. Der,1,,
February 2022 Draft,R4 A3,bbScythe,2,Prince Ali,2,Mr. Der,1,,
February 2022 Draft,R4 B1,Zottelschratz,1,JoyDivision,2,N00dles,2,,
February 2022 Draft,R4 B2,Zottelschratz,1,JoyDivision,2,N00dles,2,,
February 2022 Draft,R4 B3,Zottelschratz,1,JoyDivision,2,N00dles,2,,
February 2022 Draft,R4 C1,EchoPapa,1,nobadinohz,2,JoeyTyke,2,,
February 2022 Draft,R4 C2,EchoPapa,2,nobadinohz,1,JoeyTyke,2,,
February 2022 Draft,R4 C3,EchoPapa,1,nobadinohz,2,JoeyTyke,2,,
February 2022 Draft,R4 D1,Hugu,2,Halloworhorcrux,1,erewego,2,,
February 2022 Draft,R4 D2,Hugu,1,Halloworhorcrux,2,erewego,2,,
February 2022 Draft,R4 D3,Hugu,2,Halloworhorcrux,1,erewego,2,,
February 2022 Draft,R4 E1,echostaffel,2,FOMOF,1,qazzaq,2,,
February 2022 Draft,R4 E2,echostaffel,2,FOMOF,1,qazzaq,2,,
February 2022 Draft,R4 E3,echostaffel,2,FOMOF,1,qazzaq,2,,
February 2022 Draft,R4 F1,RimbaBoss,2,Nevic,1,poserLX,2,,
February 2022 Draft,R4 F2,RimbaBoss,2,Nevic,1,poserLX,2,,
February 2022 Draft,R4 F3,RimbaBoss,2,Nevic,1,poserLX,2,,
February 2022 Draft,R4 G1,dAy,2,clime,2,Woodpecker,1,,
February 2022 Draft,R4 G2,dAy,2,clime,1,Woodpecker,2,,
February 2022 Draft,R4 G3,dAy,2,clime,2,Woodpecker,1,,
February 2022 Draft,R4 H1,moerichuk,2,AviDMeher,2,kurtdog,1,,
February 2022 Draft,R4 H2,moerichuk,2,AviDMeher,1,kurtdog,2,,
February 2022 Draft,R4 H3,moerichuk,2,AviDMeher,2,kurtdog,1,,
February 2022 Draft,R4 I1,Fllyingmustang,2,StarCraft Logan,1,HeroofCanton,2,,
February 2022 Draft,R4 I2,Fllyingmustang,2,StarCraft Logan,2,HeroofCanton,1,,
February 2022 Draft,R4 I3,Fllyingmustang,2,StarCraft Logan,2,HeroofCanton,1,,
February 2022 Draft,R4 J1,Scuri,2,ninjew,1,Alexcalibur,2,,
February 2022 Draft,R4 J2,Scuri,1,ninjew,2,Alexcalibur,2,,
February 2022 Draft,R4 J3,Scuri,2,ninjew,1,Alexcalibur,2,,
February 2022 Draft,R4 K1,Mr. Brasil,2,Falagar,1,adityakarthik,2,,
February 2022 Draft,R4 K2,Mr. Brasil,2,Falagar,2,adityakarthik,1,,
February 2022 Draft,R4 K3,Mr. Brasil,1,Falagar,2,adityakarthik,2,,
February 2022 Draft,R4 L1,harryfan007,1,krlosvzla,2,LYB,2,,
February 2022 Draft,R4 L2,harryfan007,1,krlosvzla,2,LYB,2,,
February 2022 Draft,R4 L3,harryfan007,2,krlosvzla,2,LYB,1,,
February 2022 Draft,Semi A1,Zottelschratz,2,Halloworhorcrux,1,Nevic,2,,
February 2022 Draft,Semi A2,Zottelschratz,1,Halloworhorcrux,2,Nevic,2,,
February 2022 Draft,Semi A3,Zottelschratz,1,Halloworhorcrux,2,Nevic,2,,
February 2022 Draft,Semi B1,Mr. Der,1,FOMOF,2,Prince Ali,2,,
February 2022 Draft,Semi B2,Mr. Der,2,FOMOF,1,Prince Ali,2,,
February 2022 Draft,Semi B3,Mr. Der,2,FOMOF,1,Prince Ali,2,,
February 2022 Draft,Semi C1,bbScythe,2,EchoPapa,2,JoyDivision,1,,
February 2022 Draft,Semi C2,bbScythe,1,EchoPapa,2,JoyDivision,2,,
February 2022 Draft,Semi C3,bbScythe,2,EchoPapa,2,JoyDivision,1,,
February 2022 Draft,Finals A1,Zottelschratz,2,FOMOF,2,JoyDivision,1,,
February 2022 Draft,Finals A2,Zottelschratz,2,FOMOF,1,JoyDivision,2,,
February 2022 Draft,Finals A3,Zottelschratz,2,FOMOF,2,JoyDivision,1,,
"Season 1, 1v1 League",T1 G1,N00dles,2,Nevic,1,,,,
"Season 1, 1v1 League",T1 G2,N00dles,2,Nevic,1,,,,
"Season 1, 1v1 League",T1 G3,JoyDivision,1,FOMOF,2,,,,
"Season 1, 1v1 League",T1 G4,JoyDivision,1,FOMOF,2,,,,
"Season 1, 1v1 League",T1 G5,ammorning,2,N00dles,1,,,,
"Season 1, 1v1 League",T1 G6,ammorning,1,N00dles,2,,,,
"Season 1, 1v1 League",T1 G7,bbScythe,1,JoyDivision,2,,,,
"Season 1, 1v1 League",T1 G8,bbScythe,1,JoyDivision,2,,,,
"Season 1, 1v1 League",T1 G9,FOMOF,2,N00dles,1,,,,
"Season 1, 1v1 League",T1 G10,FOMOF,2,N00dles,1,,,,
"Season 1, 1v1 League",T1 G11,Nevic,2,ammorning,1,,,,
"Season 1, 1v1 League",T1 G12,Nevic,2,ammorning,1,,,,
"Season 1, 1v1 League",T1 G13,JoyDivision,1,ammorning,2,,,,
"Season 1, 1v1 League",T1 G14,JoyDivision,1,ammorning,2,,,,
"Season 1, 1v1 League",T1 G15,bbScythe,1,FOMOF,2,,,,
"Season 1, 1v1 League",T1 G16,bbScythe,2,FOMOF,1,,,,
"Season 1, 1v1 League",T1 G17,Nevic,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G18,Nevic,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G19,N00dles,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G20,N00dles,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G21,FOMOF,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G22,FOMOF,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G23,ammorning,2,FOMOF,1,,,,
"Season 1, 1v1 League",T1 G24,ammorning,2,FOMOF,1,,,,
"Season 1, 1v1 League",T1 G25,N00dles,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G26,N00dles,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G27,Nevic,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G28,Nevic,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G29,Nevic,1,N00dles,2,,,,
"Season 1, 1v1 League",T1 G30,Nevic,2,N00dles,1,,,,
"Season 1, 1v1 League",T1 G31,FOMOF,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G32,FOMOF,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G33,ammorning,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G34,ammorning,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G35,JoyDivision,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G36,JoyDivision,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G37,N00dles,1,FOMOF,2,,,,
