game,player,ranking,updated_rating
2241,54,1,"{""mu"": 36.25298968876837, ""sigma"": 3.2002485831115077, ""ordinal"": 1839.6538545464125}"
2241,181,2,"{""mu"": 29.13871689732479, ""sigma"": 5.194952561562422, ""ordinal"": 1525.2926211033005}"
2242,213,1,"{""mu"": 25.686186786615966, ""sigma"": 7.688377731801153, ""ordinal"": 1262.9052861891003}"
2242,54,2,"{""mu"": 36.10393746935228, ""sigma"": 3.1877001724347154, ""ordinal"": 1836.9800868491552}"
2242,181,3,"{""mu"": 27.686875451345507, ""sigma"": 5.108029073401684, ""ordinal"": 1496.706917547371}"
2243,151,3,"{""mu"": 20.219110485070814, ""sigma"": 3.908825165882902, ""ordinal"": 1403.8232396981307}"
2243,64,4,"{""mu"": 24.78606912327494, ""sigma"": 3.3342259096916176, ""ordinal"": 1554.801393460802}"
2243,150,2,"{""mu"": 23.22529483012797, ""sigma"": 4.208443941939416, ""ordinal"": 1454.3991121034333}"
2243,121,1,"{""mu"": 31.80683336456212, ""sigma"": 3.1975527184939403, ""ordinal"": 1733.1402050179272}"
2244,151,4,"{""mu"": 19.05803595187057, ""sigma"": 3.861363526012202, ""ordinal"": 1379.374688972015}"
2244,64,2,"{""mu"": 25.16444821170872, ""sigma"": 3.316609649900413, ""ordinal"": 1565.1508622881795}"
2244,150,3,"{""mu"": 23.05439967092496, ""sigma"": 4.136965923770498, ""ordinal"": 1455.4440455907231}"
2244,121,1,"{""mu"": 32.33464611370664, ""sigma"": 3.189334146371546, ""ordinal"": 1746.3994481902082}"
2245,175,1,"{""mu"": 24.77819571436661, ""sigma"": 3.5650409489564, ""ordinal"": 1537.993748819938}"
2245,64,3,"{""mu"": 24.38047978846307, ""sigma"": 3.299304441418108, ""ordinal"": 1547.58159514101}"
2245,213,2,"{""mu"": 26.37020835935828, ""sigma"": 7.135658141103443, ""ordinal"": 1319.1176144651508}"
2246,175,3,"{""mu"": 23.84062168716216, ""sigma"": 3.5393671228969152, ""ordinal"": 1517.340487643314}"
2246,64,2,"{""mu"": 24.57328682821752, ""sigma"": 3.280993301105904, ""ordinal"": 1553.5273661975953}"
2246,213,1,"{""mu"": 29.223410971496186, ""sigma"": 6.92086028870453, ""ordinal"": 1403.0599225291824}"
2247,17,1,"{""mu"": 37.876682351638365, ""sigma"": 2.7143329260137574, ""ordinal"": 1913.6084057663302}"
2247,54,2,"{""mu"": 36.067524122910136, ""sigma"": 3.1704673559356147, ""ordinal"": 1837.346929322479}"
2247,151,3,"{""mu"": 19.56759678345305, ""sigma"": 3.824894146827483, ""ordinal"": 1394.2299442312944}"
2247,150,4,"{""mu"": 21.634624470915654, ""sigma"": 4.08065421780086, ""ordinal"": 1425.4238836203137}"
2248,17,1,"{""mu"": 38.25446023504754, ""sigma"": 2.7103835057844696, ""ordinal"": 1922.9594332246593}"
2248,54,4,"{""mu"": 34.33799965174583, ""sigma"": 3.147777746706296, ""ordinal"": 1797.4719938790467}"
2248,151,3,"{""mu"": 20.362410457527236, ""sigma"": 3.7966062997075247, ""ordinal"": 1415.342197401712}"
2248,150,2,"{""mu"": 22.740952079126618, ""sigma"": 4.055904949483632, ""ordinal"": 1453.7576935362174}"
2249,122,1,"{""mu"": 36.3138624902555, ""sigma"": 3.2200408164254255, ""ordinal"": 1839.6897609835014}"
2249,181,4,"{""mu"": 25.283361163568514, ""sigma"": 4.986800697094209, ""ordinal"": 1447.7510177348613}"
2249,121,2,"{""mu"": 32.5423900726823, ""sigma"": 3.176869956192488, ""ordinal"": 1752.282724898516}"
2249,68,3,"{""mu"": 23.65711421333338, ""sigma"": 5.2100098514508, ""ordinal"": 1392.6500318155436}"
2250,122,1,"{""mu"": 36.83222409685621, ""sigma"": 3.2134413360241547, ""ordinal"": 1852.60560213081}"
2250,181,3,"{""mu"": 25.738460554900435, ""sigma"": 4.884038986136932, ""ordinal"": 1466.0722463157513}"
2250,121,4,"{""mu"": 31.323216815174888, ""sigma"": 3.157204750215814, ""ordinal"": 1724.4384615486588}"
2250,68,2,"{""mu"": 25.081513090508178, ""sigma"": 5.144844206205415, ""ordinal"": 1431.5275313254065}"
2251,175,4,"{""mu"": 22.848329458498572, ""sigma"": 3.5045990828515534, ""ordinal"": 1496.028773038654}"
2251,54,2,"{""mu"": 34.374275968519335, ""sigma"": 3.1288719096497517, ""ordinal"": 1799.703845749682}"
2251,64,3,"{""mu"": 24.674500463733562, ""sigma"": 3.254902252127959, ""ordinal"": 1557.8350489763925}"
2251,121,1,"{""mu"": 31.982686049252955, ""sigma"": 3.149581232400051, ""ordinal"": 1740.8146164492673}"
2252,175,1,"{""mu"": 23.855051147859626, ""sigma"": 3.4982501101621386, ""ordinal"": 1520.647219616957}"
2252,54,2,"{""mu"": 34.513486029080475, ""sigma"": 3.110223254896615, ""ordinal"": 1804.3875903453752}"
2252,64,4,"{""mu"": 23.999733758554463, ""sigma"": 3.2319945290408336, ""ordinal"": 1543.290004114367}"
2252,121,3,"{""mu"": 31.6602630493259, ""sigma"": 3.122757771070449, ""ordinal"": 1735.0077536667493}"
2253,17,1,"{""mu"": 38.49274541546875, ""sigma"": 2.7059062365560234, ""ordinal"": 1929.0006409392163}"
2253,68,3,"{""mu"": 23.144047477889405, ""sigma"": 5.009694063448122, ""ordinal"": 1394.759166901081}"
2253,150,2,"{""mu"": 23.411936160829352, ""sigma"": 4.008000012426413, ""ordinal"": 1473.3104669652027}"
2254,17,1,"{""mu"": 38.71559297663049, ""sigma"": 2.701540598003242, ""ordinal"": 1934.6633083828983}"
2254,68,2,"{""mu"": 24.03572203517847, ""sigma"": 4.8909690301644915, ""ordinal"": 1424.70755867244}"
2254,150,3,"{""mu"": 22.352438048340375, ""sigma"": 3.959846606189039, ""ordinal"": 1451.3495575145582}"
2255,122,1,"{""mu"": 37.27864330084011, ""sigma"": 3.2083532688608045, ""ordinal"": 1863.6860038621846}"
2255,213,4,"{""mu"": 24.55941961719039, ""sigma"": 6.5477598393124055, ""ordinal"": 1317.987362382076}"
2255,181,3,"{""mu"": 25.81815117137241, ""sigma"": 4.801338416398517, ""ordinal"": 1473.9392621322445}"
2255,151,2,"{""mu"": 21.09523953580309, ""sigma"": 3.7838357576567385, ""ordinal"": 1433.8495743079889}"
2256,122,3,"{""mu"": 36.22426833207401, ""sigma"": 3.1911429350390117, ""ordinal"": 1839.6201486469674}"
2256,213,1,"{""mu"": 27.343782558865982, ""sigma"": 6.481306052027262, ""ordinal"": 1389.5967456668207}"
2256,181,3,"{""mu"": 25.4073393537785, ""sigma"": 4.729811974526733, ""ordinal"": 1469.2296823247593}"
2256,151,2,"{""mu"": 21.886562410556987, ""sigma"": 3.7717851657953405, ""ordinal"": 1453.7089659161031}"
2257,175,1,"{""mu"": 24.625230494270003, ""sigma"": 3.490948861564554, ""ordinal"": 1539.6572138298322}"
2257,151,3,"{""mu"": 21.947031647966345, ""sigma"": 3.7356418300979612, ""ordinal"": 1457.762547784139}"
2257,181,2,"{""mu"": 26.037806257168068, ""sigma"": 4.665283707293715, ""ordinal"": 1489.0069232468861}"
2257,68,4,"{""mu"": 21.754834476733407, ""sigma"": 4.778792302271292, ""ordinal"": 1378.0429816780688}"
2258,175,2,"{""mu"": 24.97857970497528, ""sigma"": 3.4724468404452775, ""ordinal"": 1549.4697404073468}"
2258,151,3,"{""mu"": 21.914067482575536, ""sigma"": 3.699269592203088, ""ordinal"": 1459.5902089431906}"
2258,181,1,"{""mu"": 27.317915660992373, ""sigma"": 4.63573950837411, ""ordinal"": 1521.8567312608811}"
2258,68,4,"{""mu"": 19.803660516000132, ""sigma"": 4.679734904321008, ""ordinal"": 1338.3469392728907}"
2259,17,1,"{""mu"": 39.073684445241, ""sigma"": 2.6988459202703776, ""ordinal"": 1943.4515204263168}"
2259,213,2,"{""mu"": 29.342180237984472, ""sigma"": 6.298097579423146, ""ordinal"": 1450.7492999931608}"
2259,54,4,"{""mu"": 33.267665795199946, ""sigma"": 3.092266967683224, ""ordinal"": 1775.7807574116066}"
2259,64,3,"{""mu"": 24.335388579403528, ""sigma"": 3.2170637615844493, ""ordinal"": 1552.4207350716042}"
2260,17,1,"{""mu"": 39.42961815486103, ""sigma"": 2.6960370206284705, ""ordinal"": 1952.1961702314147}"
2260,213,2,"{""mu"": 30.99141030354714, ""sigma"": 6.111838679551934, ""ordinal"": 1503.741462357392}"
2260,54,4,"{""mu"": 32.11810578316759, ""sigma"": 3.074402736014819, ""ordinal"": 1749.4775418029553}"
2260,64,3,"{""mu"": 24.643412615286792, ""sigma"": 3.2015420243484773, ""ordinal"": 1560.9308770137927}"
2261,122,3,"{""mu"": 36.184564206674665, ""sigma"": 3.1697745636439634, ""ordinal"": 1840.2057723778266}"
2261,17,4,"{""mu"": 38.56331833753591, ""sigma"": 2.6849517406863157, ""ordinal"": 1932.2031147714472}"
2261,121,1,"{""mu"": 32.346603977169984, ""sigma"": 3.119224836262652, ""ordinal"": 1751.7343072411686}"
2261,213,2,"{""mu"": 32.957892962595764, ""sigma"": 5.969709916906473, ""ordinal"": 1561.1703170850324}"
2262,37,1,"{""mu"": 35.16752278543091, ""sigma"": 3.7509213707630953, ""ordinal"": 1773.954208155399}"
2262,158,2,"{""mu"": 39.34159180386592, ""sigma"": 4.337550623855158, ""ordinal"": 1831.8945583752106}"
2262,121,3,"{""mu"": 31.79666639658979, ""sigma"": 3.1002336541853133, ""ordinal"": 1739.9031704168124}"
2263,148,1,"{""mu"": 36.48485518027324, ""sigma"": 2.950886686556376, ""ordinal"": 1863.1726828944988}"
2263,17,2,"{""mu"": 38.45917428428434, ""sigma"": 2.668379542042663, ""ordinal"": 1930.8968557957523}"
2263,54,3,"{""mu"": 31.535789491999147, ""sigma"": 3.0499128260712625, ""ordinal"": 1737.2652243308485}"
2264,112,1,"{""mu"": 41.354672175636026, ""sigma"": 5.028825885627085, ""ordinal"": 1830.4366684501147}"
2264,34,2,"{""mu"": 33.14754921935529, ""sigma"": 3.8589182890856324, ""ordinal"": 1717.6990644503614}"
2264,5,3,"{""mu"": 24.601357146865844, ""sigma"": 5.749906054941912, ""ordinal"": 1376.4393355689626}"
2265,99,1,"{""mu"": 42.305982630376334, ""sigma"": 2.692999916090569, ""ordinal"": 2021.447589170511}"
2265,23,2,"{""mu"": 29.369409860575097, ""sigma"": 4.898313329596199, ""ordinal"": 1552.187276922876}"
2265,133,3,"{""mu"": 22.43534626018007, ""sigma"": 5.2726664410651125, ""ordinal"": 1358.8163264876334}"
2266,121,1,"{""mu"": 32.72923426968065, ""sigma"": 3.092247379557339, ""ordinal"": 1762.8598111442072}"
2266,17,2,"{""mu"": 38.68582161633513, ""sigma"": 2.6520303388960906, ""ordinal"": 1937.5135343915247}"
2266,99,3,"{""mu"": 41.371310118890285, ""sigma"": 2.6748454909010846, ""ordinal"": 2000.3225675084886}"
2267,148,1,"{""mu"": 36.94229576373446, ""sigma"": 2.943655893750441, ""ordinal"": 1874.6718739795951}"
2267,37,2,"{""mu"": 34.98476544802789, ""sigma"": 3.7132054281888585, ""ordinal"": 1772.2835799230716}"
2267,5,3,"{""mu"": 23.29490737656579, ""sigma"": 5.592857934499214, ""ordinal"": 1356.3920057536354}"
2268,54,1,"{""mu"": 32.15341318328482, ""sigma"": 3.041417490404792, ""ordinal"": 1752.6998570896906}"
2268,23,2,"{""mu"": 30.143326491873136, ""sigma"": 4.771609743293713, ""ordinal"": 1579.883934287808}"
2268,34,3,"{""mu"": 31.678683603530114, ""sigma"": 3.8063984563875617, ""ordinal"": 1686.2277176248183}"
2269,133,1,"{""mu"": 24.706134616243503, ""sigma"": 5.250195733098394, ""ordinal"": 1414.9331380067597}"
2269,112,2,"{""mu"": 41.262142815741164, ""sigma"": 4.912794613582085, ""ordinal"": 1836.570215399878}"
2269,158,3,"{""mu"": 37.87349723012089, ""sigma"": 4.27497412219824, ""ordinal"": 1801.165796724628}"
2270,121,1,"{""mu"": 33.270916915009025, ""sigma"": 3.0825038315966644, ""ordinal"": 1776.5617300852568}"
2270,54,2,"{""mu"": 32.05259262772068, ""sigma"": 3.023907591776849, ""ordinal"": 1751.540876457363}"
2270,5,3,"{""mu"": 21.86454832854771, ""sigma"": 5.42637356854576, ""ordinal"": 1334.0502629498503}"
2271,112,1,"{""mu"": 42.63601599080498, ""sigma"": 4.845205255266099, ""ordinal"": 1874.4096054001602}"
2271,148,2,"{""mu"": 37.153269252887, ""sigma"": 2.9286747070878896, ""ordinal"": 1880.81388315896}"
2271,158,3,"{""mu"": 36.38833408987904, ""sigma"": 4.201735746037458, ""ordinal"": 1770.7950444424}"
2272,99,1,"{""mu"": 41.66938699609503, ""sigma"": 2.6695981798663135, ""ordinal"": 2007.8542189559062}"
2272,23,2,"{""mu"": 30.955850880572928, ""sigma"": 4.661237954524779, ""ordinal"": 1607.3312884079662}"
2272,34,3,"{""mu"": 30.558222658424704, ""sigma"": 3.760452674698593, ""ordinal"": 1662.6447512238942}"
2273,37,1,"{""mu"": 35.87033202588267, ""sigma"": 3.692409076834214, ""ordinal"": 1795.0345150891205}"
2273,133,2,"{""mu"": 26.558439684232713, ""sigma"": 5.147697664894236, ""ordinal"": 1466.7683205492}"
2273,17,3,"{""mu"": 37.76089738950314, ""sigma"": 2.6432591629594646, ""ordinal"": 1915.946877614994}"
2274,148,1,"{""mu"": 37.67814814010975, ""sigma"": 2.9198063597577826, ""ordinal"": 1894.0494974600736}"
2274,34,2,"{""mu"": 31.20493000544709, ""sigma"": 3.7169053126058196, ""ordinal"": 1681.3011376231111}"
2274,158,3,"{""mu"": 34.50109485250841, ""sigma"": 4.120368020802383, ""ordinal"": 1731.3597789624303}"
2275,112,1,"{""mu"": 44.0349972278555, ""sigma"": 4.774595416283037, ""ordinal"": 1913.0690634961534}"
2275,99,2,"{""mu"": 41.65494979000749, ""sigma"": 2.6583812679520835, ""ordinal"": 2008.3153436676298}"
2275,37,3,"{""mu"": 35.08529528471606, ""sigma"": 3.6543416541015823, ""ordinal"": 1778.9344877378717}"
2276,23,1,"{""mu"": 32.71364855697261, ""sigma"": 4.612790862454527, ""ordinal"": 1653.0066232706167}"
2276,17,2,"{""mu"": 37.69509886514699, ""sigma"": 2.630693468656482, ""ordinal"": 1915.272443020261}"
2276,121,3,"{""mu"": 32.59133149472939, ""sigma"": 3.0601242883989874, ""ordinal"": 1761.8630071087782}"
2277,54,1,"{""mu"": 32.473589839237725, ""sigma"": 3.0167937198007198, ""ordinal"": 1762.1570083160536}"
2277,133,2,"{""mu"": 26.78147611360662, ""sigma"": 5.0223777291377045, ""ordinal"": 1481.1442302286441}"
2277,5,3,"{""mu"": 20.261731785613613, ""sigma"": 5.2898617485269765, ""ordinal"": 1305.4115169607844}"
2278,133,1,"{""mu"": 28.808566802524144, ""sigma"": 4.972204674621707, ""ordinal"": 1533.4068666878165}"
2278,37,2,"{""mu"": 35.060655513855075, ""sigma"": 3.6108183274365744, ""ordinal"": 1781.4768127570883}"
2278,54,3,"{""mu"": 31.758645223330973, ""sigma"": 2.998196748239856, ""ordinal"": 1746.3373194866738}"
2279,121,1,"{""mu"": 33.09828965176902, ""sigma"": 3.0520040213645676, ""ordinal"": 1774.6146621042076}"
2279,23,2,"{""mu"": 32.30640666408367, ""sigma"": 4.530094615244769, ""ordinal"": 1649.1869476403847}"
2279,5,3,"{""mu"": 19.283108195781903, ""sigma"": 5.190351301809223, ""ordinal"": 1289.0893029685017}"
2280,112,1,"{""mu"": 45.38593871973919, ""sigma"": 4.7004469958216655, ""ordinal"": 1950.8303455745804}"
2280,99,2,"{""mu"": 41.69744723339113, ""sigma"": 2.64617437139339, ""ordinal"": 2010.214178861063}"
2280,148,3,"{""mu"": 37.12142290293522, ""sigma"": 2.903477251065128, ""ordinal"": 1881.8637875937561}"
2281,17,1,"{""mu"": 38.09651386279507, ""sigma"": 2.6250246075273957, ""ordinal"": 1925.3145609651092}"
2281,158,2,"{""mu"": 34.666083731069676, ""sigma"": 4.042367381199898, ""ordinal"": 1740.9355580992797}"
2281,34,3,"{""mu"": 30.269719987843068, ""sigma"": 3.6706035884494543, ""ordinal"": 1662.1898213398729}"
2282,112,1,"{""mu"": 45.95772003549629, ""sigma"": 4.663922361912867, ""ordinal"": 1967.1828707941845}"
2282,5,2,"{""mu"": 20.98845392496943, ""sigma"": 5.125051193128929, ""ordinal"": 1334.7192082939835}"
2282,23,3,"{""mu"": 30.47612878654374, ""sigma"": 4.475502369201467, ""ordinal"": 1609.1909202945442}"
2283,17,1,"{""mu"": 38.45846756703857, ""sigma"": 2.6204129768083813, ""ordinal"": 1934.3334872787223}"
2283,158,2,"{""mu"": 34.69955466416811, ""sigma"": 3.9822585856983084, ""ordinal"": 1746.0666937697565}"
2283,133,3,"{""mu"": 27.460250546171626, ""sigma"": 4.854724567239924, ""ordinal"": 1509.5058442668444}"
2284,54,1,"{""mu"": 32.42640157469082, ""sigma"": 2.9888703789041053, ""ordinal"": 1763.034970511484}"
2284,34,2,"{""mu"": 30.795240198512982, ""sigma"": 3.623937656926257, ""ordinal"": 1678.162253465621}"
2284,37,3,"{""mu"": 33.583817213022925, ""sigma"": 3.561621923507548, ""ordinal"": 1749.5748346200069}"
2285,99,1,"{""mu"": 42.09078171051288, ""sigma"": 2.638357602909781, ""ordinal"": 2020.217013642805}"
2285,148,2,"{""mu"": 37.20399511906445, ""sigma"": 2.8809151133315245, ""ordinal"": 1885.469994697677}"
2285,121,3,"{""mu"": 32.4839560515342, ""sigma"": 3.027789251805202, ""ordinal"": 1761.6141191068464}"
2286,112,1,"{""mu"": 47.14350342833772, ""sigma"": 4.5938397874195624, ""ordinal"": 2000.6876175858968}"
2286,148,2,"{""mu"": 37.58632458207049, ""sigma"": 2.866116351221487, ""ordinal"": 1895.7114126817446}"
2286,99,3,"{""mu"": 41.39034973469657, ""sigma"": 2.626586181262249, ""ordinal"": 2004.2541885818357}"
2287,34,1,"{""mu"": 31.778080343163214, ""sigma"": 3.606955299454316, ""ordinal"": 1702.9731466752064}"
2287,17,3,"{""mu"": 37.493960729074, ""sigma"": 2.6115240891296576, ""ordinal"": 1911.8253230804407}"
2287,61,2,"{""mu"": 26.81707316260625, ""sigma"": 4.815121478055093, ""ordinal"": 1496.9210094825833}"
2288,34,3,"{""mu"": 30.55181786733607, ""sigma"": 3.567307312987962, ""ordinal"": 1676.3975022809325}"
2288,17,1,"{""mu"": 37.82381097472485, ""sigma"": 2.6065865572719327, ""ordinal"": 1920.0972312698173}"
2288,61,2,"{""mu"": 27.88133826151629, ""sigma"": 4.704349026512134, ""ordinal"": 1530.4389883675171}"
2289,101,1,"{""mu"": 32.329686009121204, ""sigma"": 2.8545010499447243, ""ordinal"": 1770.3883886228887}"
2289,151,2,"{""mu"": 23.15969873218186, ""sigma"": 3.6788825995226904, ""ordinal"": 1490.953222406731}"
2289,99,3,"{""mu"": 40.172749651560075, ""sigma"": 2.6178310056972327, ""ordinal"": 1975.6621592272409}"
2290,101,1,"{""mu"": 32.995996659197786, ""sigma"": 2.846730938302293, ""ordinal"": 1786.9392922629818}"
2290,151,3,"{""mu"": 22.817943052051998, ""sigma"": 3.654372511776128, ""ordinal"": 1484.5158124013667}"
2290,99,2,"{""mu"": 39.78539234707009, ""sigma"": 2.60793416624181, ""ordinal"": 1967.078156360272}"
2291,175,2,"{""mu"": 25.53344470178285, ""sigma"": 3.4493301249361408, ""ordinal"": 1564.4509038473864}"
2291,121,3,"{""mu"": 31.54612600297005, ""sigma"": 3.011898370989896, ""ordinal"": 1740.2503413600086}"
2291,213,1,"{""mu"": 34.962234634786256, ""sigma"": 5.833325636124848, ""ordinal"": 1619.0941854338812}"
2292,175,1,"{""mu"": 26.465702523136095, ""sigma"": 3.440500007591695, ""ordinal"": 1587.4608600086642}"
2292,121,2,"{""mu"": 31.75916144333916, ""sigma"": 2.9956240198081234, ""ordinal"": 1746.5349452139549}"
2292,213,3,"{""mu"": 31.498351494293736, ""sigma"": 5.570628753929218, ""ordinal"": 1554.875165580146}"
2293,122,3,"{""mu"": 35.240861403242285, ""sigma"": 3.1410540952086223, ""ordinal"": 1819.624778822794}"
2293,148,1,"{""mu"": 38.13022432278237, ""sigma"": 2.857308621988501, ""ordinal"": 1909.3991629636048}"
2293,158,2,"{""mu"": 35.13909253518582, ""sigma"": 3.911569821372667, ""ordinal"": 1761.7051937056276}"
2294,122,3,"{""mu"": 34.47129829552593, ""sigma"": 3.1140635164478114, ""ordinal"": 1803.0985859083798}"
2294,148,2,"{""mu"": 38.14362821173077, ""sigma"": 2.8379290593884625, ""ordinal"": 1911.1161848055692}"
2294,158,1,"{""mu"": 36.30711065374046, ""sigma"": 3.8814975687793782, ""ordinal"": 1791.9028307376557}"
2295,34,3,"{""mu"": 29.253266205451016, ""sigma"": 3.535725401931111, ""ordinal"": 1647.5061599917844}"
2295,151,2,"{""mu"": 23.446336642335872, ""sigma"": 3.626289519456033, ""ordinal"": 1501.6192340152265}"
2295,213,1,"{""mu"": 33.204109539709364, ""sigma"": 5.467100432212783, ""ordinal"": 1603.2673978337043}"
2296,34,3,"{""mu"": 28.366620057069756, ""sigma"": 3.5041911257727105, ""ordinal"": 1628.497120314039}"
2296,151,1,"{""mu"": 24.47569536501637, ""sigma"": 3.615383693246886, ""ordinal"": 1527.1090628466172}"
2296,213,2,"{""mu"": 32.98430046358675, ""sigma"": 5.267672861142408, ""ordinal"": 1612.3507651238285}"
2297,17,2,"{""mu"": 37.992455677483754, ""sigma"": 2.5912066467563197, ""ordinal"": 1925.2520576931552}"
2297,99,3,"{""mu"": 39.014191429109275, ""sigma"": 2.591805387236415, ""ordinal"": 1949.7306064176007}"
2297,122,1,"{""mu"": 35.32991895653868, ""sigma"": 3.102347272132926, ""ordinal"": 1824.5490513633576}"
2298,17,3,"{""mu"": 37.27473922566558, ""sigma"": 2.576147539263201, ""ordinal"": 1909.1111185890234}"
2298,99,1,"{""mu"": 39.484773828661666, ""sigma"": 2.584852271818224, ""ordinal"": 1961.525208316968}"
2298,122,2,"{""mu"": 35.68436904289429, ""sigma"": 3.0723306181566867, ""ordinal"": 1835.2170525221816}"
2299,61,3,"{""mu"": 26.812257235128985, ""sigma"": 4.608114304197029, ""ordinal"": 1511.7099437409097}"
2299,175,1,"{""mu"": 27.464109326855443, ""sigma"": 3.4300470724498835, ""ordinal"": 1612.1752346281392}"
2299,148,2,"{""mu"": 37.85340350839392, ""sigma"": 2.8238184457509328, ""ordinal"": 1905.1667561073868}"
2300,61,1,"{""mu"": 28.591439033833908, ""sigma"": 4.569739131946877, ""ordinal"": 1557.1733193118387}"
2300,175,2,"{""mu"": 28.12371276103873, ""sigma"": 3.4037345256050715, ""ordinal"": 1629.9002204213643}"
2300,148,3,"{""mu"": 36.73775559607539, ""sigma"": 2.8097929172083584, ""ordinal"": 1879.4010442668075}"
2301,101,3,"{""mu"": 32.365904102363146, ""sigma"": 2.8286182315851995, ""ordinal"": 1773.121185782581}"
2301,121,1,"{""mu"": 32.47912987002094, ""sigma"": 2.9866287825510036, ""ordinal"": 1764.4618445368303}"
2301,158,2,"{""mu"": 36.26968565455295, ""sigma"": 3.8100850259151513, ""ordinal"": 1796.14633384338}"
2302,101,2,"{""mu"": 32.648999029725935, ""sigma"": 2.8112474889641232, ""ordinal"": 1781.1661575080057}"
2302,121,1,"{""mu"": 33.17688164780568, ""sigma"": 2.977125859176355, ""ordinal"": 1781.8920976866389}"
2302,158,3,"{""mu"": 34.62103934195825, ""sigma"": 3.74349694102468, ""ordinal"": 1761.373164453221}"
2303,34,2,"{""mu"": 29.165622512170224, ""sigma"": 3.470218996117136, ""ordinal"": 1650.1191725716517}"
2303,99,1,"{""mu"": 39.86489117691333, ""sigma"": 2.578213944284676, ""ordinal"": 1971.1259842574232}"
