game,player,ranking,updated_rating
67,70,3,"{""mu"": 25.989420169156674, ""sigma"": 7.828985288619174, ""ordinal"": 1260.0591432791796}"
68,37,1,"{""mu"": 34.16210468502949, ""sigma"": 7.300940468472552, ""ordinal"": 1494.222798710684}"
68,177,3,"{""mu"": 27.710571323873253, ""sigma"": 7.91812650539579, ""ordinal"": 1294.9486033844612}"
68,4,4,"{""mu"": 24.274301702028612, ""sigma"": 7.940500345641474, ""ordinal"": 1210.8672159625007}"
68,80,2,"{""mu"": 29.94613321852666, ""sigma"": 6.891070197186308, ""ordinal"": 1422.5501430472257}"
69,116,4,"{""mu"": 22.7521638963289, ""sigma"": 7.9253540904602655, ""ordinal"": 1175.4264389987545}"
69,69,2,"{""mu"": 28.236777699378298, ""sigma"": 8.025868379276684, ""ordinal"": 1299.820141477158}"
69,92,1,"{""mu"": 29.809040118709298, ""sigma"": 8.023266827895425, ""ordinal"": 1337.7417512405527}"
69,182,3,"{""mu"": 26.274399060409372, ""sigma"": 7.936755117045914, ""ordinal"": 1259.139209022519}"
70,74,2,"{""mu"": 27.621548162522053, ""sigma"": 7.911198103428019, ""ordinal"": 1293.3108924537119}"
70,145,1,"{""mu"": 29.43451552508956, ""sigma"": 8.099068196030009, ""ordinal"": 1323.2954624879887}"
70,167,4,"{""mu"": 22.76679664477223, ""sigma"": 7.350488770309459, ""ordinal"": 1217.1679280122526}"
70,18,3,"{""mu"": 26.20046068459878, ""sigma"": 7.915202108258339, ""ordinal"": 1258.9165046357703}"
71,1,1,"{""mu"": 26.380588808420914, ""sigma"": 7.305455086067683, ""ordinal"": 1307.1413652052288}"
71,197,3,"{""mu"": 26.012014393387226, ""sigma"": 7.9128603192958415, ""ordinal"": 1254.5624024519927}"
71,17,2,"{""mu"": 27.203297394817895, ""sigma"": 7.905305324252221, ""ordinal"": 1283.6971541294697}"
71,135,4,"{""mu"": 20.93765375993146, ""sigma"": 7.822344516785248, ""ordinal"": 1139.2948850298171}"
72,176,4,"{""mu"": 27.488810747642923, ""sigma"": 6.92538898558483, ""ordinal"": 1361.1034509813226}"
72,27,3,"{""mu"": 26.723112499701784, ""sigma"": 7.90612881760412, ""ordinal"": 1272.113425125346}"
72,202,2,"{""mu"": 28.329820560434772, ""sigma"": 8.005501018253899, ""ordinal"": 1303.519620136154}"
72,42,1,"{""mu"": 26.827759922309717, ""sigma"": 7.426969546256396, ""ordinal"": 1309.1244308049727}"
73,114,2,"{""mu"": 25.358913544049344, ""sigma"": 7.802799914947134, ""ordinal"": 1246.8123311809904}"
73,150,3,"{""mu"": 21.25467552897485, ""sigma"": 7.807599134895597, ""ordinal"": 1147.9650749829134}"
73,141,1,"{""mu"": 24.355920658365108, ""sigma"": 7.9468083297211605, ""ordinal"": 1212.371896060839}"
74,121,4,"{""mu"": 17.32013354533132, ""sigma"": 7.803092117277431, ""ordinal"": 1053.8605726439766}"
74,31,1,"{""mu"": 27.30523854007653, ""sigma"": 7.997877921562295, ""ordinal"": 1279.4785146093516}"
74,199,2,"{""mu"": 22.921463179646164, ""sigma"": 7.913285668633897, ""ordinal"": 1180.3585481698674}"
74,46,3,"{""mu"": 20.622490092342407, ""sigma"": 7.793629990168375, ""ordinal"": 1133.7984029240947}"
75,101,3,"{""mu"": 32.99943299011017, ""sigma"": 6.954643607448683, ""ordinal"": 1491.252052026339}"
75,3,2,"{""mu"": 26.48809027570121, ""sigma"": 7.90509245060547, ""ordinal"": 1266.5475101732352}"
75,122,1,"{""mu"": 26.807025823689102, ""sigma"": 7.328158659563917, ""ordinal"": 1315.7411962799365}"
75,78,4,"{""mu"": 18.930319219749038, ""sigma"": 7.838723136329081, ""ordinal"": 1089.939595458283}"
76,90,3,"{""mu"": 21.122469597798876, ""sigma"": 7.817206162136533, ""ordinal"": 1144.1004266733426}"
76,39,2,"{""mu"": 25.27462097385135, ""sigma"": 7.817206162136533, ""ordinal"": 1243.752059698602}"
76,131,1,"{""mu"": 23.844488216161253, ""sigma"": 7.950907976691098, ""ordinal"": 1199.802342866111}"
77,45,2,"{""mu"": 21.685644174583256, ""sigma"": 7.812549628522706, ""ordinal"": 1157.9518869363633}"
77,55,1,"{""mu"": 23.81398106934213, ""sigma"": 7.951027809294879, ""ordinal"": 1199.0615433949797}"
77,124,3,"{""mu"": 17.508532742869008, ""sigma"": 7.8218947872115505, ""ordinal"": 1057.0283611496245}"
78,119,1,"{""mu"": 23.583934661241912, ""sigma"": 8.00880351243769, ""ordinal"": 1189.3805789742921}"
78,30,3,"{""mu"": 20.76349480499699, ""sigma"": 7.841551635393496, ""ordinal"": 1133.7321575715962}"
78,115,4,"{""mu"": 17.067615815006565, ""sigma"": 7.828830869630353, ""ordinal"": 1045.9469569467722}"
78,50,2,"{""mu"": 26.213544984433046, ""sigma"": 8.156066162257765, ""ordinal"": 1241.888315943834}"
79,23,1,"{""mu"": 23.727909588264886, ""sigma"": 7.96167372602203, ""ordinal"": 1196.2293218447712}"
79,62,3,"{""mu"": 17.48602664366683, ""sigma"": 7.81004382998757, ""ordinal"": 1057.341483688899}"
79,9,2,"{""mu"": 21.564626865925355, ""sigma"": 7.804954810786863, ""ordinal"": 1155.5942984055544}"
80,148,2,"{""mu"": 37.798635123944706, ""sigma"": 7.314248256540984, ""ordinal"": 1580.541368503722}"
80,20,1,"{""mu"": 38.65684445753728, ""sigma"": 7.107591611254236, ""ordinal"": 1616.0176709705897}"
80,120,3,"{""mu"": 33.33611551798816, ""sigma"": 7.123010954779481, ""ordinal"": 1487.2099836875932}"
80,177,4,"{""mu"": 24.69053586525239, ""sigma"": 7.692306390362321, ""ordinal"": 1238.7268006599702}"
81,11,1,"{""mu"": 33.26564200085414, ""sigma"": 8.04504711964306, ""ordinal"": 1419.1320154061991}"
81,15,4,"{""mu"": 21.036222518555874, ""sigma"": 7.239216724063888, ""ordinal"": 1183.645736312741}"
81,145,2,"{""mu"": 30.753902416827064, ""sigma"": 7.923741736061253, ""ordinal"": 1367.5842530074392}"
81,171,3,"{""mu"": 27.401522503994062, ""sigma"": 6.903333164624749, ""ordinal"": 1360.5965522428755}"
82,37,3,"{""mu"": 33.20266972963748, ""sigma"": 7.109593779470194, ""ordinal"": 1484.9733213894456}"
82,66,4,"{""mu"": 25.512586643243196, ""sigma"": 7.779966669881843, ""ordinal"": 1252.144479206344}"
82,1,1,"{""mu"": 28.79688462505952, ""sigma"": 7.261340950447507, ""ordinal"": 1368.308682569208}"
82,105,2,"{""mu"": 28.73123732945328, ""sigma"": 7.848290703978368, ""ordinal"": 1324.4727652204363}"
83,99,2,"{""mu"": 40.065848653669896, ""sigma"": 7.2648975051433915, ""ordinal"": 1638.5077473177535}"
83,132,4,"{""mu"": 27.21890651184514, ""sigma"": 7.876833438568386, ""ordinal"": 1286.1217487073595}"
83,92,1,"{""mu"": 32.647272484063095, ""sigma"": 7.962176753742532, ""ordinal"": 1410.257813348052}"
83,127,3,"{""mu"": 27.87252179980195, ""sigma"": 7.777602223319109, ""ordinal"": 1308.9531631162708}"
84,42,4,"{""mu"": 23.110997193451773, ""sigma"": 7.22629144017769, ""ordinal"": 1234.3709489500488}"
84,80,1,"{""mu"": 31.849788861951176, ""sigma"": 6.844867298270152, ""ordinal"": 1471.5644872113771}"
84,4,3,"{""mu"": 24.258958906349694, ""sigma"": 7.690920421090668, ""ordinal"": 1228.4687434338646}"
84,23,2,"{""mu"": 25.47344968149314, ""sigma"": 7.811777158121145, ""ordinal"": 1248.914836971113}"
85,122,2,"{""mu"": 27.993494666081222, ""sigma"": 7.219799427954617, ""ordinal"": 1352.018313173217}"
85,157,3,"{""mu"": 23.960123978828705, ""sigma"": 7.766606109354444, ""ordinal"": 1215.847335618369}"
85,69,4,"{""mu"": 23.810483652601384, ""sigma"": 7.768986907260458, ""ordinal"": 1212.0845503396804}"
85,119,1,"{""mu"": 26.393662897927037, ""sigma"": 7.94567937321049, ""ordinal"": 1261.3589946790935}"
86,31,2,"{""mu"": 28.89081930723412, ""sigma"": 7.845372690571259, ""ordinal"": 1328.5128296524883}"
86,93,1,"{""mu"": 30.93377737982726, ""sigma"": 6.930165644418664, ""ordinal"": 1443.4387307177103}"
86,74,3,"{""mu"": 27.391087845410155, ""sigma"": 7.671169453254119, ""ordinal"": 1305.0619076555472}"
86,202,4,"{""mu"": 24.286194257975126, ""sigma"": 7.749954095466548, ""ordinal"": 1224.8719673178116}"
87,141,4,"{""mu"": 20.59528460220553, ""sigma"": 7.719365226820428, ""ordinal"": 1138.492534121862}"
87,159,1,"{""mu"": 26.421410792642142, ""sigma"": 7.922703169288097, ""ordinal"": 1263.6792308346685}"
87,131,3,"{""mu"": 23.708479337323432, ""sigma"": 7.725440011540765, ""ordinal"": 1212.7718232648274}"
87,17,2,"{""mu"": 28.394133160852643, ""sigma"": 7.756449535887855, ""ordinal"": 1322.9948292765378}"
88,55,3,"{""mu"": 23.37451304864322, ""sigma"": 7.713650614674274, ""ordinal"": 1205.6054689108896}"
88,39,2,"{""mu"": 26.499727243224722, ""sigma"": 7.67350550151235, ""ordinal"": 1283.501057728504}"
88,199,1,"{""mu"": 25.583620220405997, ""sigma"": 7.849694062611779, ""ordinal"": 1248.8289127816959}"
88,9,4,"{""mu"": 18.177052369032104, ""sigma"": 7.595020406314467, ""ordinal"": 1089.4077876021288}"
89,70,2,"{""mu"": 27.493994636990813, ""sigma"": 7.683327062019246, ""ordinal"": 1306.6563228223938}"
89,182,1,"{""mu"": 28.991666166603693, ""sigma"": 7.866246275035164, ""ordinal"": 1329.4302561959569}"
89,114,3,"{""mu"": 25.28166764576359, ""sigma"": 7.572359727820641, ""ordinal"": 1261.55012309524}"
89,176,4,"{""mu"": 24.303366520153258, ""sigma"": 6.7768390512290635, ""ordinal"": 1295.3483847951857}"
90,18,2,"{""mu"": 27.504778220694547, ""sigma"": 7.766348744901743, ""ordinal"": 1300.9375676637437}"
90,3,4,"{""mu"": 22.31746468531579, ""sigma"": 7.668621002400486, ""ordinal"": 1183.478440274744}"
90,116,3,"{""mu"": 22.872079047708656, ""sigma"": 7.704242415899952, ""ordinal"": 1194.2244432002112}"
90,45,1,"{""mu"": 24.371967902259776, ""sigma"": 7.757527908397968, ""ordinal"": 1226.385220249581}"
91,197,3,"{""mu"": 24.992582384075874, ""sigma"": 7.654882559861876, ""ordinal"": 1248.6704329077659}"
91,27,2,"{""mu"": 27.837920217413895, ""sigma"": 7.736669978658061, ""ordinal"": 1311.069846754553}"
91,57,4,"{""mu"": 15.239758788760781, ""sigma"": 7.051886221905768, ""ordinal"": 1058.0184029530435}"
91,167,1,"{""mu"": 25.14292485334694, ""sigma"": 7.299957649508621, ""ordinal"": 1277.8332457157057}"
92,50,3,"{""mu"": 24.759184392179733, ""sigma"": 7.879205155418868, ""ordinal"": 1226.917654222155}"
92,135,2,"{""mu"": 22.41093383642162, ""sigma"": 7.688660383714336, ""ordinal"": 1184.2788644466866}"
92,121,1,"{""mu"": 20.025844598783905, ""sigma"": 7.750224352471775, ""ordinal"": 1122.604116992846}"
92,115,4,"{""mu"": 14.208314317005375, ""sigma"": 7.633771086232325, ""ordinal"": 991.3680253994016}"
93,150,4,"{""mu"": 17.366082225486462, ""sigma"": 7.578589418442442, ""ordinal"": 1071.1275352838193}"
93,90,3,"{""mu"": 20.70130786345431, ""sigma"": 7.587636389854457, ""ordinal"": 1150.5215686533825}"
93,78,1,"{""mu"": 21.57083184377934, ""sigma"": 7.777356946479706, ""ordinal"": 1157.7302641041654}"
93,124,2,"{""mu"": 19.2038558177173, ""sigma"": 7.694538871856805, ""ordinal"": 1106.8857408515253}"
94,101,1,"{""mu"": 34.62233094541132, ""sigma"": 6.9004442535081285, ""ordinal"": 1534.1039564372863}"
94,46,2,"{""mu"": 22.175077419146753, ""sigma"": 7.654772447697316, ""ordinal"": 1181.0582418253152}"
94,62,4,"{""mu"": 14.260550321025159, ""sigma"": 7.5949075221294615, ""ordinal"": 995.4198661112825}"
94,30,3,"{""mu"": 20.380152069521415, ""sigma"": 7.606624195401826, ""ordinal"": 1141.4467075995826}"
95,11,4,"{""mu"": 29.047670243239676, ""sigma"": 7.778192224803421, ""ordinal"": 1337.1142456519058}"
95,132,2,"{""mu"": 29.12452922001221, ""sigma"": 7.752004428762295, ""ordinal"": 1340.8443824094077}"
95,145,1,"{""mu"": 33.45767575560235, ""sigma"": 7.857536504638915, ""ordinal"": 1437.2415898004547}"
95,120,3,"{""mu"": 32.899394763612754, ""sigma"": 6.959875899836514, ""ordinal"": 1488.4744095384772}"
96,148,1,"{""mu"": 39.92388745866482, ""sigma"": 7.247801498099261, ""ordinal"": 1636.331591144809}"
96,37,2,"{""mu"": 34.314124975323274, ""sigma"": 6.995483488907214, ""ordinal"": 1519.8641882064392}"
96,93,3,"{""mu"": 30.7027854396002, ""sigma"": 6.773363261076837, ""ordinal"": 1449.1846957528726}"
96,31,4,"{""mu"": 25.388395546168564, ""sigma"": 7.598022770512005, ""ordinal"": 1262.263853631181}"
97,20,3,"{""mu"": 37.16503833766748, ""sigma"": 6.927241139462441, ""ordinal"": 1593.1995580627238}"
97,1,1,"{""mu"": 31.196930314688025, ""sigma"": 7.215758926022385, ""ordinal"": 1429.1916848789008}"
97,159,2,"{""mu"": 28.507647182776726, ""sigma"": 7.7933146597163665, ""ordinal"": 1323.064876887063}"
97,105,4,"{""mu"": 25.69921788392872, ""sigma"": 7.624001513423313, ""ordinal"": 1267.8531202478107}"
98,99,1,"{""mu"": 42.00766642128949, ""sigma"": 7.2013870976302705, ""ordinal"": 1689.6841230815685}"
98,92,3,"{""mu"": 31.887519111911026, ""sigma"": 7.697781710611418, ""ordinal"": 1411.0601755218424}"
98,80,2,"{""mu"": 32.97215076728254, ""sigma"": 6.757019581741323, ""ordinal"": 1504.826208529406}"
98,119,4,"{""mu"": 23.315186880086443, ""sigma"": 7.717812222780885, ""ordinal"": 1203.882005081851}"
99,122,3,"{""mu"": 27.571791574143997, ""sigma"": 7.042099245586666, ""ordinal"": 1354.691852097216}"
99,45,2,"{""mu"": 26.054995130205164, ""sigma"": 7.625739204589043, ""ordinal"": 1276.2666603945129}"
99,23,1,"{""mu"": 28.15350831081027, ""sigma"": 7.747717922581457, ""ordinal"": 1317.8485090335816}"
99,70,4,"{""mu"": 23.727932492489757, ""sigma"": 7.45689178719189, ""ordinal"": 1232.574171141938}"
100,199,3,"{""mu"": 25.49555349194536, ""sigma"": 7.6142923581532935, ""ordinal"": 1263.6642340196515}"
100,167,2,"{""mu"": 26.538165657376343, ""sigma"": 7.19433169822331, ""ordinal"": 1318.9240935049538}"
100,127,4,"{""mu"": 23.815288609681602, ""sigma"": 7.539978129393577, ""ordinal"": 1228.6885013160208}"
100,74,1,"{""mu"": 29.881428689030393, ""sigma"": 7.608002887212137, ""ordinal"": 1369.3780806574557}"
101,182,2,"{""mu"": 30.249115304536204, ""sigma"": 7.703906687780806, ""ordinal"": 1371.2974857886509}"
101,17,1,"{""mu"": 30.952871585578265, ""sigma"": 7.688080911254478, ""ordinal"": 1389.327092443556}"
101,171,4,"{""mu"": 24.2630044904432, ""sigma"": 6.756639724029243, ""ordinal"": 1295.8340476405313}"
101,4,3,"{""mu"": 24.436633201479875, ""sigma"": 7.478971631862218, ""ordinal"": 1247.9932393414374}"
102,66,1,"{""mu"": 28.268724863394763, ""sigma"": 7.71502285269691, ""ordinal"": 1322.9677513272968}"
102,15,3,"{""mu"": 21.93674490671037, ""sigma"": 7.089765883524901, ""ordinal"": 1216.018734147256}"
102,101,4,"{""mu"": 30.215660069849488, ""sigma"": 6.737389421664903, ""ordinal"": 1440.0838033165146}"
102,177,2,"{""mu"": 26.455313604792913, ""sigma"": 7.56007241371473, ""ordinal"": 1290.6023127275694}"
103,157,1,"{""mu"": 26.544592221082528, ""sigma"": 7.704756685596798, ""ordinal"": 1282.3277319430113}"
103,78,3,"{""mu"": 21.872592672698204, ""sigma"": 7.568317854334931, ""ordinal"": 1180.0233386326418}"
103,27,4,"{""mu"": 23.405319959012395, ""sigma"": 7.5044267318194295, ""ordinal"": 1221.4089543252985}"
103,116,2,"{""mu"": 24.42835479948658, ""sigma"": 7.577178936931802, ""ordinal"": 1240.723631728588}"
104,42,1,"{""mu"": 25.445836410957014, ""sigma"": 7.179671953481488, ""ordinal"": 1293.7636932123012}"
104,39,2,"{""mu"": 27.728152683566407, ""sigma"": 7.526542586448669, ""ordinal"": 1323.5645981812895}"
104,55,3,"{""mu"": 23.352018041180358, ""sigma"": 7.490508231219927, ""ordinal"": 1221.131840340494}"
104,114,4,"{""mu"": 21.54329239853407, ""sigma"": 7.356569588154235, ""ordinal"": 1187.3660072177129}"
105,18,2,"{""mu"": 28.430278355014796, ""sigma"": 7.611669627378951, ""ordinal"": 1334.2864673490708}"
105,121,4,"{""mu"": 16.789604995795113, ""sigma"": 7.5451091904887555, ""ordinal"": 1059.7026581838923}"
105,69,1,"{""mu"": 26.376207343862827, ""sigma"": 7.705708517561927, ""ordinal"": 1278.2179629882492}"
105,46,3,"{""mu"": 21.94215262321138, ""sigma"": 7.449995425479694, ""ordinal"": 1190.2119923225353}"
106,131,1,"{""mu"": 26.250322991148657, ""sigma"": 7.663107867441973, ""ordinal"": 1278.2639853317457}"
106,141,4,"{""mu"": 17.387051296643868, ""sigma"": 7.513502497070179, ""ordinal"": 1076.3170513303999}"
106,202,3,"{""mu"": 23.72085214969767, ""sigma"": 7.523386594634587, ""ordinal"": 1227.6166167790539}"
106,197,2,"{""mu"": 26.203373878387787, ""sigma"": 7.5170468073319565, ""ordinal"": 1287.653602953406}"
107,135,1,"{""mu"": 24.913150111487106, ""sigma"": 7.621933957627972, ""ordinal"": 1249.1363577264765}"
107,50,2,"{""mu"": 25.725873980712183, ""sigma"": 7.70632983314622, ""ordinal"": 1262.5652275505645}"
107,57,3,"{""mu"": 15.692625148330192, ""sigma"": 6.9129172865424255, ""ordinal"": 1078.89295892887}"
107,90,4,"{""mu"": 16.8436489915418, ""sigma"": 7.375376731637433, ""ordinal"": 1073.220451119108}"
108,3,3,"{""mu"": 21.64592634176124, ""sigma"": 7.42854299476055, ""ordinal"": 1184.64713657951}"
108,124,4,"{""mu"": 15.74891996086515, ""sigma"": 7.4663866609554645, ""ordinal"": 1040.3942394719702}"
108,176,1,"{""mu"": 26.18709653281363, ""sigma"": 6.732574490077617, ""ordinal"": 1343.7449535019387}"
108,9,2,"{""mu"": 19.835950338411042, ""sigma"": 7.468562623519495, ""ordinal"": 1138.3262992284613}"
109,30,3,"{""mu"": 16.511497190362952, ""sigma"": 7.366035692507474, ""ordinal"": 1065.9213627081726}"
109,150,1,"{""mu"": 19.928943062079338, ""sigma"": 7.470719354900142, ""ordinal"": 1140.4028399370939}"
109,115,2,"{""mu"": 15.504314551571833, ""sigma"": 7.412814594839369, ""ordinal"": 1038.3808984092893}"
110,148,1,"{""mu"": 42.11348694643585, ""sigma"": 7.189433037346325, ""ordinal"": 1693.0845080255249}"
110,99,2,"{""mu"": 42.61826788653233, ""sigma"": 7.070937844174255, ""ordinal"": 1713.7309044962294}"
110,1,4,"{""mu"": 28.46491214305828, ""sigma"": 7.053265943111237, ""ordinal"": 1375.3227435293898}"
110,145,3,"{""mu"": 33.39683764126957, ""sigma"": 7.615090903852807, ""ordinal"": 1453.2375583130674}"
111,11,2,"{""mu"": 30.92376723433749, ""sigma"": 7.6418381343040735, ""ordinal"": 1391.9580679542064}"
111,20,1,"{""mu"": 39.11441716199158, ""sigma"": 6.876398241708782, ""ordinal"": 1643.6453384847657}"
111,37,4,"{""mu"": 30.885606294307177, ""sigma"": 6.825665340997745, ""ordinal"": 1449.8066465115346}"
111,92,3,"{""mu"": 31.794273656285753, ""sigma"": 7.459623092025835, ""ordinal"": 1425.969705124998}"
112,132,1,"{""mu"": 31.781825229428318, ""sigma"": 7.687325623091328, ""ordinal"": 1409.276360643704}"
112,159,3,"{""mu"": 28.608103681065177, ""sigma"": 7.559384725082317, ""ordinal"": 1342.3187881396375}"
112,80,4,"{""mu"": 29.62571249678207, ""sigma"": 6.613358024349086, ""ordinal"": 1434.8553221696354}"
112,66,2,"{""mu"": 29.90073121544276, ""sigma"": 7.579497317056675, ""ordinal"": 1371.8937423425457}"
113,17,2,"{""mu"": 32.25402283923868, ""sigma"": 7.538604410695738, ""ordinal"": 1431.3170305716353}"
113,23,4,"{""mu"": 24.627678167449606, ""sigma"": 7.515594905594002, ""ordinal"": 1249.9414428160223}"
113,93,1,"{""mu"": 32.685551545124675, ""sigma"": 6.733121389326992, ""ordinal"": 1499.6684970514489}"
113,74,3,"{""mu"": 29.505624525460565, ""sigma"": 7.384038552256122, ""ordinal"": 1376.4842128486127}"
114,157,2,"{""mu"": 28.07368340375043, ""sigma"": 7.567857906931742, ""ordinal"": 1328.8826323909248}"
114,42,4,"{""mu"": 22.60551197937025, ""sigma"": 7.0164261456604375, ""ordinal"": 1237.3496050173344}"
114,131,1,"{""mu"": 28.846596131233063, ""sigma"": 7.602962417346254, ""ordinal"": 1344.9050131006632}"
114,182,3,"{""mu"": 29.366563314745413, ""sigma"": 7.464096701036549, ""ordinal"": 1367.3825570792583}"
115,119,3,"{""mu"": 23.396907830953047, ""sigma"": 7.49882235577621, ""ordinal"": 1221.610578326986}"
115,69,2,"{""mu"": 27.696793685539756, ""sigma"": 7.560416912491025, ""ordinal"": 1320.3730307536002}"
115,167,1,"{""mu"": 28.745034202719673, ""sigma"": 7.1441547819703315, ""ordinal"": 1375.5016765634082}"
115,45,4,"{""mu"": 22.202453529492313, ""sigma"": 7.404361655371601, ""ordinal"": 1199.7448455210601}"
116,120,4,"{""mu"": 29.07613796133787, ""sigma"": 6.783993960126529, ""ordinal"": 1409.3797459429989}"
116,122,3,"{""mu"": 27.66433160575028, ""sigma"": 6.876029130091006, ""ordinal"": 1368.8698611714542}"
116,199,1,"{""mu"": 28.20540440817364, ""sigma"": 7.555521497845173, ""ordinal"": 1332.9321579513148}"
116,105,2,"{""mu"": 27.461594785266296, ""sigma"": 7.493146821093515, ""ordinal"": 1319.571703727658}"
117,177,1,"{""mu"": 28.92462563513505, ""sigma"": 7.497278029142175, ""ordinal"": 1354.3869971450047}"
117,15,4,"{""mu"": 19.22818179043512, ""sigma"": 6.935673403401285, ""ordinal"": 1162.1078779255504}"
117,31,3,"{""mu"": 24.957608964655673, ""sigma"": 7.377291218201291, ""ordinal"": 1267.8176474412433}"
117,18,2,"{""mu"": 29.48144297040278, ""sigma"": 7.460828979245368, ""ordinal"": 1370.3749447840003}"
118,39,2,"{""mu"": 28.896857737581193, ""sigma"": 7.381487794860598, ""ordinal"": 1362.0574644719857}"
118,135,1,"{""mu"": 27.52821791166299, ""sigma"": 7.558913059308483, ""ordinal"": 1316.4354896097009}"
118,176,3,"{""mu"": 25.840903022716194, ""sigma"": 6.590970514712105, ""ordinal"": 1345.631795485917}"
118,127,4,"{""mu"": 20.517462187815326, ""sigma"": 7.327496834937697, ""ordinal"": 1164.8393203920537}"
119,171,1,"{""mu"": 26.292036636355732, ""sigma"": 6.716376369147065, ""ordinal"": 1347.429780693949}"
119,4,4,"{""mu"": 20.700221934720403, ""sigma"": 7.261203185401444, ""ordinal"": 1173.9986970843856}"
